Gene stable ID	CDS Length	Transcript count
ENSG00000226012		1
ENSG00000228235		1
ENSG00000279414		1
ENSG00000178457		1
ENSG00000273840		1
ENSG00000160307	279	3
ENSG00000160307	285	3
ENSG00000223498		1
ENSG00000234191		1
ENSG00000214976		1
ENSG00000273704		1
ENSG00000235071		1
ENSG00000160294		10
ENSG00000160294	5943	10
ENSG00000160294	282	10
ENSG00000275800		1
ENSG00000223723		1
ENSG00000230641		1
ENSG00000176812		1
ENSG00000224339		1
ENSG00000237782		1
ENSG00000234355		1
ENSG00000027001		5
ENSG00000027001	2142	5
ENSG00000086712	1587	3
ENSG00000086712		3
ENSG00000086712	1191	3
ENSG00000288371		1
ENSG00000280098		1
ENSG00000288504	1095	7
ENSG00000288504		7
ENSG00000288504	493	7
ENSG00000274930		1
ENSG00000267233		1
ENSG00000141458	538	14
ENSG00000141458	180	14
ENSG00000141458	127	14
ENSG00000141458	526	14
ENSG00000141458	3837	14
ENSG00000141458		14
ENSG00000141458	2915	14
ENSG00000125899		3
ENSG00000238178		3
ENSG00000168703	336	1
ENSG00000233921		1
ENSG00000229384		1
ENSG00000230180		1
ENSG00000285899		1
ENSG00000273451		1
ENSG00000271136		1
ENSG00000235587		1
ENSG00000269931		2
ENSG00000233571		1
ENSG00000224960	2499	1
ENSG00000235292		2
ENSG00000101958	1359	4
ENSG00000101958	646	4
ENSG00000101958	1092	4
ENSG00000233415		1
ENSG00000166913	741	8
ENSG00000166913	450	8
ENSG00000166913		8
ENSG00000166913	300	8
ENSG00000166913	223	8
ENSG00000166913	244	8
ENSG00000288145	555	11
ENSG00000288145		11
ENSG00000288145	465	11
ENSG00000288145	561	11
ENSG00000288145	440	11
ENSG00000214322		1
ENSG00000228610		1
ENSG00000232685		4
ENSG00000227988		1
ENSG00000213997		1
ENSG00000180083	264	3
ENSG00000227879		1
ENSG00000231358		1
ENSG00000173698	2901	11
ENSG00000173698	3045	11
ENSG00000173698	2964	11
ENSG00000173698	3054	11
ENSG00000173698	2988	11
ENSG00000173698	3012	11
ENSG00000173698	2697	11
ENSG00000173698		11
ENSG00000173698	2982	11
ENSG00000173698	3006	11
ENSG00000242756		1
ENSG00000286117		5
ENSG00000132972	4872	5
ENSG00000132972		5
ENSG00000132972	1962	5
ENSG00000132972	2567	5
ENSG00000132972	1902	5
ENSG00000267225		1
ENSG00000141437	894	2
ENSG00000141437	924	2
ENSG00000062598	2163	18
ENSG00000062598	1325	18
ENSG00000062598	1899	18
ENSG00000062598	852	18
ENSG00000062598	2157	18
ENSG00000062598		18
ENSG00000062598	804	18
ENSG00000062598	1015	18
ENSG00000267462		1
ENSG00000167306	5547	7
ENSG00000167306	2898	7
ENSG00000167306	1257	7
ENSG00000167306		7
ENSG00000228314		3
ENSG00000279579		2
ENSG00000156273	75	13
ENSG00000156273	2211	13
ENSG00000156273	674	13
ENSG00000156273	660	13
ENSG00000156273	512	13
ENSG00000156273	655	13
ENSG00000156273	415	13
ENSG00000156273		13
ENSG00000257356		1
ENSG00000257721		1
ENSG00000258265		1
ENSG00000271632		1
ENSG00000258781		1
ENSG00000257825		1
ENSG00000257635		1
ENSG00000275563		1
ENSG00000225555		1
ENSG00000257731		1
ENSG00000197934		2
ENSG00000257558		1
ENSG00000278594		1
ENSG00000276556		1
ENSG00000206104	135	1
ENSG00000274369		1
ENSG00000279208		1
ENSG00000277128		3
ENSG00000231123		1
ENSG00000258367		1
ENSG00000224413		1
ENSG00000244676		2
ENSG00000257959		1
ENSG00000226115		1
ENSG00000258314		2
ENSG00000286224	204	1
ENSG00000224602		1
ENSG00000186924	147	1
ENSG00000277156		1
ENSG00000278884		1
ENSG00000222036	969	3
ENSG00000222036	1527	3
ENSG00000222036	1461	3
ENSG00000182816	528	1
ENSG00000288325	983	16
ENSG00000288325		16
ENSG00000288325	477	16
ENSG00000288325	984	16
ENSG00000288325	221	16
ENSG00000288325	778	16
ENSG00000229986		1
ENSG00000270835		2
ENSG00000287082		1
ENSG00000233818		2
ENSG00000286054		1
ENSG00000233767		1
ENSG00000277067		6
ENSG00000223662		1
ENSG00000223806		4
ENSG00000182670		25
ENSG00000182670	3537	25
ENSG00000182670	2342	25
ENSG00000182670	3497	25
ENSG00000182670	1839	25
ENSG00000182670	903	25
ENSG00000182670	6078	25
ENSG00000182670	831	25
ENSG00000182670	893	25
ENSG00000182670	952	25
ENSG00000277252		1
ENSG00000277529		2
ENSG00000257853		2
ENSG00000276092		1
ENSG00000267175		3
ENSG00000257224		1
ENSG00000260440		2
ENSG00000258076		1
ENSG00000196143		1
ENSG00000215398		2
ENSG00000172466	1107	6
ENSG00000172466	582	6
ENSG00000172466	416	6
ENSG00000172466	306	6
ENSG00000172466	288	6
ENSG00000285990		1
ENSG00000278143		1
ENSG00000229169		1
ENSG00000215478		5
ENSG00000233545		1
ENSG00000232894		1
ENSG00000286614		1
ENSG00000239200		1
ENSG00000205822		3
ENSG00000244306		11
ENSG00000285840		1
ENSG00000224027		1
ENSG00000226352		1
ENSG00000211663	337	1
ENSG00000269099		1
ENSG00000211683		1
ENSG00000279550		1
ENSG00000267341		1
ENSG00000288103		1
ENSG00000277367		1
ENSG00000267764		1
ENSG00000100346	5946	5
ENSG00000100346	6051	5
ENSG00000100346	6567	5
ENSG00000100346	6672	5
ENSG00000100346		5
ENSG00000211825	51	1
ENSG00000215604		1
ENSG00000267143		1
ENSG00000211821	345	1
ENSG00000228797		1
ENSG00000166562	579	8
ENSG00000166562	471	8
ENSG00000166562	300	8
ENSG00000166562		8
ENSG00000166562	486	8
ENSG00000257175		1
ENSG00000249446		1
ENSG00000132963	426	2
ENSG00000132963	243	2
ENSG00000257171		1
ENSG00000223997	8	1
ENSG00000211836	60	1
ENSG00000211840	56	1
ENSG00000211828	59	1
ENSG00000257310		1
ENSG00000228985	13	1
ENSG00000139910	366	13
ENSG00000139910	1452	13
ENSG00000139910	1524	13
ENSG00000139910	832	13
ENSG00000139910	327	13
ENSG00000139910	150	13
ENSG00000139910	289	13
ENSG00000139910	520	13
ENSG00000139910	546	13
ENSG00000139910	636	13
ENSG00000139910	459	13
ENSG00000139910		13
ENSG00000285681		3
ENSG00000267269		1
ENSG00000283579		1
ENSG00000265094		1
ENSG00000267400		1
ENSG00000267079		1
ENSG00000224329		1
ENSG00000275448		1
ENSG00000081138	2358	4
ENSG00000081138	1893	4
ENSG00000081138		4
ENSG00000102781	1473	5
ENSG00000102781		5
ENSG00000102781	459	5
ENSG00000102781	451	5
ENSG00000288456	995	2
ENSG00000288456	1217	2
ENSG00000288301	4683	14
ENSG00000288301	4689	14
ENSG00000288301	3054	14
ENSG00000288301	4617	14
ENSG00000288301		14
ENSG00000288301	4291	14
ENSG00000288301	750	14
ENSG00000277710		1
ENSG00000211841	63	1
ENSG00000211832	54	1
ENSG00000256221		1
ENSG00000225210		9
ENSG00000258364		1
ENSG00000211831	60	1
ENSG00000134779	179	21
ENSG00000134779	250	21
ENSG00000134779	747	21
ENSG00000134779	565	21
ENSG00000134779	915	21
ENSG00000134779	626	21
ENSG00000134779	903	21
ENSG00000134779	798	21
ENSG00000134779	774	21
ENSG00000134779	488	21
ENSG00000134779	684	21
ENSG00000134779	93	21
ENSG00000134779	150	21
ENSG00000134779	358	21
ENSG00000134779		21
ENSG00000134779	228	21
ENSG00000134779	129	21
ENSG00000134779	699	21
ENSG00000134779	393	21
ENSG00000211829	464	1
ENSG00000211833	63	1
ENSG00000211826	48	1
ENSG00000238185		1
ENSG00000259135		2
ENSG00000225404		1
ENSG00000224511		3
ENSG00000258655		1
ENSG00000257185		9
ENSG00000278496		1
ENSG00000271429		1
ENSG00000228036		1
ENSG00000225321		4
ENSG00000211842	57	1
ENSG00000211827	54	1
ENSG00000196199	2583	5
ENSG00000196199	934	5
ENSG00000196199		5
ENSG00000196199	452	5
ENSG00000257636		4
ENSG00000286083		1
ENSG00000198959	2064	6
ENSG00000198959		6
ENSG00000198959	842	6
ENSG00000198959	479	6
ENSG00000211835	62	1
ENSG00000259086		1
ENSG00000286527		1
ENSG00000257155		1
ENSG00000257845		1
ENSG00000250365		4
ENSG00000151413	163	13
ENSG00000151413		13
ENSG00000151413	502	13
ENSG00000151413	960	13
ENSG00000151413	522	13
ENSG00000151413	312	13
ENSG00000151413	393	13
ENSG00000151413	400	13
ENSG00000280208		1
ENSG00000240868		1
ENSG00000227477		2
ENSG00000236444	465	3
ENSG00000283005		1
ENSG00000274261		3
ENSG00000233146		1
ENSG00000287887		1
ENSG00000042062	2853	6
ENSG00000042062		6
ENSG00000042062	2841	6
ENSG00000133101	1266	4
ENSG00000133101	1398	4
ENSG00000133101	1395	4
ENSG00000257672		1
ENSG00000258894		1
ENSG00000228294		3
ENSG00000237235	9	1
ENSG00000244270		1
ENSG00000258487		3
ENSG00000129515	873	11
ENSG00000129515	1221	11
ENSG00000129515	63	11
ENSG00000129515	474	11
ENSG00000129515		11
ENSG00000129515	435	11
ENSG00000129515	683	11
ENSG00000129515	363	11
ENSG00000129515	396	11
ENSG00000129515	1257	11
ENSG00000234075		1
ENSG00000224357		1
ENSG00000132832		1
ENSG00000158480	1563	2
ENSG00000101447	1848	2
ENSG00000101447	1758	2
ENSG00000225971		1
ENSG00000279159		1
ENSG00000229957		1
ENSG00000128322	255	3
ENSG00000128322	642	3
ENSG00000128322	542	3
ENSG00000277425		1
ENSG00000225181		1
ENSG00000197496	1626	3
ENSG00000197496	42	3
ENSG00000197496		3
ENSG00000287062		1
ENSG00000225458		1
ENSG00000100354	113	9
ENSG00000100354	3090	9
ENSG00000100354		9
ENSG00000100354	5172	9
ENSG00000100354	4175	9
ENSG00000100354	5502	9
ENSG00000235508		1
ENSG00000276923		1
ENSG00000158445		9
ENSG00000158445	129	9
ENSG00000158445	121	9
ENSG00000158445	2577	9
ENSG00000267000		1
ENSG00000242550	840	4
ENSG00000242550	759	4
ENSG00000242550	1194	4
ENSG00000232200		1
ENSG00000278153		1
ENSG00000124249	993	1
ENSG00000225043		1
ENSG00000261485		1
ENSG00000157557	1410	9
ENSG00000157557	347	9
ENSG00000157557	1515	9
ENSG00000157557	505	9
ENSG00000157557	811	9
ENSG00000234535		1
ENSG00000214245		1
ENSG00000237788		1
ENSG00000231184		1
ENSG00000149654	2487	2
ENSG00000149654		2
ENSG00000132952		3
ENSG00000132952	3279	3
ENSG00000132952	2292	3
ENSG00000166603	999	1
ENSG00000279989		1
ENSG00000267762		1
ENSG00000279250		1
ENSG00000278986		1
ENSG00000278017		1
ENSG00000265555		1
ENSG00000263745		8
ENSG00000286099		2
ENSG00000228995		1
ENSG00000258690		1
ENSG00000124226	213	8
ENSG00000124226	687	8
ENSG00000124226	150	8
ENSG00000124226		8
ENSG00000124226	252	8
ENSG00000124226	566	8
ENSG00000124226	621	8
ENSG00000211837	66	1
ENSG00000258828		1
ENSG00000288279		1
ENSG00000211844	66	1
ENSG00000166479	1365	14
ENSG00000166479		14
ENSG00000166479	270	14
ENSG00000166479	594	14
ENSG00000166479	588	14
ENSG00000166479	192	14
ENSG00000166479	387	14
ENSG00000166479	210	14
ENSG00000288169	2223	12
ENSG00000288169	444	12
ENSG00000288169	305	12
ENSG00000288169		12
ENSG00000258509		1
ENSG00000259157		1
ENSG00000258401		1
ENSG00000211838	69	1
ENSG00000100442	675	4
ENSG00000100442	198	4
ENSG00000100442		4
ENSG00000232117		2
ENSG00000214093		1
ENSG00000224404		3
ENSG00000183463	522	1
ENSG00000253779		1
ENSG00000232464		1
ENSG00000211679	320	1
ENSG00000232102		1
ENSG00000279440		1
ENSG00000224976		1
ENSG00000243902		2
ENSG00000100100	792	6
ENSG00000100100		6
ENSG00000100100	705	6
ENSG00000100100	434	6
ENSG00000100100	522	6
ENSG00000189403	648	8
ENSG00000189403	477	8
ENSG00000189403		8
ENSG00000283529		4
ENSG00000250688		1
ENSG00000258619		1
ENSG00000258381		1
ENSG00000234933		1
ENSG00000225170		1
ENSG00000258901		1
ENSG00000229222		1
ENSG00000129514	1419	5
ENSG00000129514		5
ENSG00000129514	111	5
ENSG00000224530		1
ENSG00000288266		1
ENSG00000224565		2
ENSG00000274469		2
ENSG00000160305	4746	13
ENSG00000160305	4704	13
ENSG00000160305	2670	13
ENSG00000160305	2397	13
ENSG00000160305	2526	13
ENSG00000160305	4716	13
ENSG00000160305		13
ENSG00000236028		1
ENSG00000258548		7
ENSG00000243810		1
ENSG00000277301		1
ENSG00000286250		1
ENSG00000211675	320	1
ENSG00000282935		1
ENSG00000227117		3
ENSG00000288100		1
ENSG00000239783		1
ENSG00000258196		1
ENSG00000257472		1
ENSG00000183032	897	5
ENSG00000183032	900	5
ENSG00000183032		5
ENSG00000080189	1035	13
ENSG00000080189		13
ENSG00000080189	1098	13
ENSG00000080189	588	13
ENSG00000080189	473	13
ENSG00000080189	1185	13
ENSG00000100036	1053	3
ENSG00000100036	705	3
ENSG00000100036	612	3
ENSG00000288399	699	2
ENSG00000288399	816	2
ENSG00000287381		1
ENSG00000267687		1
ENSG00000286649		1
ENSG00000288409		1
ENSG00000266844		6
ENSG00000288511	612	3
ENSG00000288511	531	3
ENSG00000288511	555	3
ENSG00000279699		1
ENSG00000227838		1
ENSG00000175329	738	2
ENSG00000264054		1
ENSG00000266920		1
ENSG00000267686		2
ENSG00000271424		1
ENSG00000287492		1
ENSG00000258233		1
ENSG00000141452	1974	14
ENSG00000141452	258	14
ENSG00000141452		14
ENSG00000141452	1830	14
ENSG00000141452	465	14
ENSG00000141452	201	14
ENSG00000141452	1002	14
ENSG00000141452	1686	14
ENSG00000258850		1
ENSG00000278147		1
ENSG00000087301	2478	4
ENSG00000087301		4
ENSG00000087301	323	4
ENSG00000087301	58	4
ENSG00000131831	1443	6
ENSG00000131831	1593	6
ENSG00000131831	245	6
ENSG00000184381	2421	39
ENSG00000184381	2259	39
ENSG00000184381	300	39
ENSG00000184381	2283	39
ENSG00000184381	954	39
ENSG00000184381	225	39
ENSG00000184381		39
ENSG00000184381	2463	39
ENSG00000184381	456	39
ENSG00000184381	1317	39
ENSG00000184381	505	39
ENSG00000184381	681	39
ENSG00000184381	591	39
ENSG00000184381	360	39
ENSG00000184381	498	39
ENSG00000184381	239	39
ENSG00000184381	152	39
ENSG00000236581		49
ENSG00000286306		1
ENSG00000229735		1
ENSG00000214019		1
ENSG00000242021		2
ENSG00000047230	1761	5
ENSG00000047230		5
ENSG00000047230	398	5
ENSG00000256590	341	1
ENSG00000120669	1278	2
ENSG00000120669	678	2
ENSG00000278009		1
ENSG00000258601		1
ENSG00000259042		1
ENSG00000259129		4
ENSG00000168229	1080	2
ENSG00000168229	891	2
ENSG00000165501	1245	5
ENSG00000165501	441	5
ENSG00000165501	402	5
ENSG00000165501	195	5
ENSG00000165501		5
ENSG00000258609		8
ENSG00000279221		1
ENSG00000267153		1
ENSG00000274275		1
ENSG00000267088		1
ENSG00000131828	615	13
ENSG00000131828	363	13
ENSG00000131828	1173	13
ENSG00000131828		13
ENSG00000131828	611	13
ENSG00000131828	543	13
ENSG00000131828	330	13
ENSG00000131828	1080	13
ENSG00000131828	1194	13
ENSG00000131828	1287	13
ENSG00000266201		1
ENSG00000265484		1
ENSG00000265425		1
ENSG00000241088		1
ENSG00000166396	383	7
ENSG00000166396	1143	7
ENSG00000166396	494	7
ENSG00000166396	384	7
ENSG00000166396	1092	7
ENSG00000233469		1
ENSG00000235876		1
ENSG00000288542		1
ENSG00000233588		1
ENSG00000271784		1
ENSG00000258098		3
ENSG00000224405		1
ENSG00000223492		1
ENSG00000235415		1
ENSG00000198768	1506	3
ENSG00000198768		3
ENSG00000198768	240	3
ENSG00000258387		1
ENSG00000275002		2
ENSG00000224743		18
ENSG00000251363		2
ENSG00000258969		2
ENSG00000258948		1
ENSG00000189139	2478	1
ENSG00000088298	1626	2
ENSG00000088298	1737	2
ENSG00000258868		1
ENSG00000258474		1
ENSG00000258636		2
ENSG00000264514		1
ENSG00000224161		1
ENSG00000265472		1
ENSG00000073712	2043	15
ENSG00000073712		15
ENSG00000073712	1923	15
ENSG00000073712	1636	15
ENSG00000073712	2064	15
ENSG00000073712	400	15
ENSG00000073712	1902	15
ENSG00000073712	467	15
ENSG00000073712	399	15
ENSG00000073712	460	15
ENSG00000073712	198	15
ENSG00000267669		2
ENSG00000287314		1
ENSG00000264699		2
ENSG00000184724	216	1
ENSG00000230982		1
ENSG00000270116		1
ENSG00000264040		1
ENSG00000264149		1
ENSG00000229375		1
ENSG00000264254		1
ENSG00000142173	3060	8
ENSG00000142173	541	8
ENSG00000142173	2757	8
ENSG00000142173	2487	8
ENSG00000142173		8
ENSG00000142173	750	8
ENSG00000133114	303	7
ENSG00000133114	1023	7
ENSG00000133114	1017	7
ENSG00000133114		7
ENSG00000133114	513	7
ENSG00000287209		2
ENSG00000188985		1
ENSG00000264736		1
ENSG00000265374		1
ENSG00000237661		1
ENSG00000228232		1
ENSG00000265240		1
ENSG00000169906	240	1
ENSG00000274184		1
ENSG00000228959		1
ENSG00000267560		1
ENSG00000229522		1
ENSG00000265097		1
ENSG00000282870		1
ENSG00000101940	323	12
ENSG00000101940	1458	12
ENSG00000101940	132	12
ENSG00000101940		12
ENSG00000101940	562	12
ENSG00000286559		1
ENSG00000101542	2406	4
ENSG00000101542		4
ENSG00000230133		5
ENSG00000236456		1
ENSG00000089050	561	3
ENSG00000089050		3
ENSG00000288083		1
ENSG00000279322		1
ENSG00000100294	1173	4
ENSG00000100294	543	4
ENSG00000100294	264	4
ENSG00000100294		4
ENSG00000124151	4263	5
ENSG00000124151	4275	5
ENSG00000124151	4248	5
ENSG00000124151		5
ENSG00000274351		1
ENSG00000273167	3318	1
ENSG00000270499		1
ENSG00000229491		3
ENSG00000266268		2
ENSG00000231069		1
ENSG00000211674	127	1
ENSG00000220132		1
ENSG00000266014		4
ENSG00000229347		1
ENSG00000278337		1
ENSG00000187516	354	1
ENSG00000235097		1
ENSG00000197582		1
ENSG00000264845		2
ENSG00000182541		9
ENSG00000182541	1890	9
ENSG00000182541	1917	9
ENSG00000182541	247	9
ENSG00000182541	1854	9
ENSG00000182541	2061	9
ENSG00000102218	1053	1
ENSG00000278933		1
ENSG00000229248		1
ENSG00000266460		1
ENSG00000264697		1
ENSG00000120694	2577	9
ENSG00000120694	348	9
ENSG00000120694	2583	9
ENSG00000120694	2445	9
ENSG00000120694		9
ENSG00000120694	2349	9
ENSG00000266513		1
ENSG00000280406		1
ENSG00000267397		1
ENSG00000165168	1713	2
ENSG00000165168		2
ENSG00000265844		1
ENSG00000243256		1
ENSG00000265380		1
ENSG00000266258		2
ENSG00000285095		3
ENSG00000267655		1
ENSG00000175354		21
ENSG00000175354	1164	21
ENSG00000175354	338	21
ENSG00000175354	1233	21
ENSG00000175354	1062	21
ENSG00000175354	454	21
ENSG00000175354	439	21
ENSG00000175354	1248	21
ENSG00000175354	1161	21
ENSG00000175354	951	21
ENSG00000175354	501	21
ENSG00000175354	129	21
ENSG00000175354	498	21
ENSG00000175354	204	21
ENSG00000241607		1
ENSG00000012174		3
ENSG00000012174	1560	3
ENSG00000012174	993	3
ENSG00000212932		1
ENSG00000160299	10011	8
ENSG00000160299		8
ENSG00000160299	686	8
ENSG00000233810		1
ENSG00000174678		1
ENSG00000169297	1413	2
ENSG00000169297	318	2
ENSG00000230227		1
ENSG00000182798	1011	2
ENSG00000229310		1
ENSG00000228933		9
ENSG00000232834		1
ENSG00000235685		1
ENSG00000233663		1
ENSG00000259977		1
ENSG00000244627		10
ENSG00000189132	1938	1
ENSG00000102098	2103	5
ENSG00000102098	374	5
ENSG00000102098		5
ENSG00000102098	1038	5
ENSG00000102098	417	5
ENSG00000129480	507	3
ENSG00000129480	207	3
ENSG00000100519	1170	18
ENSG00000100519		18
ENSG00000100519	294	18
ENSG00000100519	111	18
ENSG00000100519	213	18
ENSG00000100519	582	18
ENSG00000100519	785	18
ENSG00000100519	100	18
ENSG00000100519	44	18
ENSG00000100519	202	18
ENSG00000100519	1212	18
ENSG00000227438		1
ENSG00000157551		22
ENSG00000157551	76	22
ENSG00000157551	145	22
ENSG00000157551	184	22
ENSG00000157551	470	22
ENSG00000157551	1128	22
ENSG00000157551	119	22
ENSG00000157551	58	22
ENSG00000157551	736	22
ENSG00000157551	417	22
ENSG00000169891	1983	5
ENSG00000169891	1980	5
ENSG00000169891		5
ENSG00000234979		1
ENSG00000234735		1
ENSG00000100170	1995	4
ENSG00000100170		4
ENSG00000100170	1614	4
ENSG00000206195		9
ENSG00000279365		1
ENSG00000224309		4
ENSG00000236464		1
ENSG00000215286		1
ENSG00000273104		1
ENSG00000268812		1
ENSG00000231235		1
ENSG00000276738		1
ENSG00000223488		1
ENSG00000226048		1
ENSG00000168122		1
ENSG00000181977		1
ENSG00000228827		1
ENSG00000185022		8
ENSG00000185022	495	8
ENSG00000185022	280	8
ENSG00000185022	377	8
ENSG00000185022	408	8
ENSG00000271088		1
ENSG00000286475		1
ENSG00000231725		1
ENSG00000158526	576	1
ENSG00000205758	1050	23
ENSG00000205758	1005	23
ENSG00000205758		23
ENSG00000205758	969	23
ENSG00000205758	289	23
ENSG00000205758	335	23
ENSG00000205758	594	23
ENSG00000205758	52	23
ENSG00000205758	978	23
ENSG00000205758	552	23
ENSG00000205758	597	23
ENSG00000205758	724	23
ENSG00000205758	294	23
ENSG00000205758	474	23
ENSG00000205758	544	23
ENSG00000205758	322	23
ENSG00000205758	342	23
ENSG00000205758	59	23
ENSG00000205758	75	23
ENSG00000228935		1
ENSG00000227563		1
ENSG00000101004	4149	7
ENSG00000101004		7
ENSG00000101004	439	7
ENSG00000101004	3102	7
ENSG00000258803		1
ENSG00000231750		1
ENSG00000258955		2
ENSG00000233880		1
ENSG00000183690		2
ENSG00000183690	2250	2
ENSG00000226169		1
ENSG00000258708		1
ENSG00000211658	339	1
ENSG00000248366		1
ENSG00000257179		1
ENSG00000215456		1
ENSG00000270359		1
ENSG00000287773		1
ENSG00000223593		1
ENSG00000176177	1824	2
ENSG00000176177		2
ENSG00000249163		1
ENSG00000258932		5
ENSG00000085415	232	10
ENSG00000085415	1083	10
ENSG00000085415	474	10
ENSG00000085415	1266	10
ENSG00000085415	569	10
ENSG00000085415	789	10
ENSG00000085415		10
ENSG00000228343		1
ENSG00000236054		1
ENSG00000258782		1
ENSG00000229563		6
ENSG00000234353		2
ENSG00000226132		1
ENSG00000169184	3963	3
ENSG00000169184	316	3
ENSG00000169184		3
ENSG00000258747		4
ENSG00000238190		1
ENSG00000285608		1
ENSG00000267882		1
ENSG00000287335		1
ENSG00000259072		9
ENSG00000180182	4365	9
ENSG00000180182	468	9
ENSG00000180182	996	9
ENSG00000180182		9
ENSG00000283900	1251	1
ENSG00000124089	972	1
ENSG00000250318		1
ENSG00000128342	609	2
ENSG00000128342	267	2
ENSG00000101104	1845	19
ENSG00000101104	1860	19
ENSG00000101104	993	19
ENSG00000101104	579	19
ENSG00000101104	523	19
ENSG00000101104	599	19
ENSG00000101104	221	19
ENSG00000101104		19
ENSG00000101104	492	19
ENSG00000101104	117	19
ENSG00000101104	458	19
ENSG00000101104	405	19
ENSG00000258563		1
ENSG00000259046		1
ENSG00000258592		2
ENSG00000258996		1
ENSG00000271468		1
ENSG00000287156		1
ENSG00000211834	63	1
ENSG00000100055	353	11
ENSG00000100055	1185	11
ENSG00000100055	465	11
ENSG00000100055	474	11
ENSG00000100055		11
ENSG00000100055	442	11
ENSG00000259087		2
ENSG00000258445		1
ENSG00000258556		1
ENSG00000257842		10
ENSG00000182107	1056	3
ENSG00000182107		3
ENSG00000259117		1
ENSG00000259169		1
ENSG00000131951	4362	8
ENSG00000131951	3336	8
ENSG00000131951	4485	8
ENSG00000131951		8
ENSG00000131951	342	8
ENSG00000131951	337	8
ENSG00000131951	291	8
ENSG00000267742		1
ENSG00000237202		1
ENSG00000215512		3
ENSG00000156239	645	3
ENSG00000156239	561	3
ENSG00000074695	1533	5
ENSG00000074695		5
ENSG00000280108		1
ENSG00000147119	1461	1
ENSG00000280800		1
ENSG00000185390		1
ENSG00000234034		1
ENSG00000204915		1
ENSG00000228600		1
ENSG00000233543		1
ENSG00000175302		1
ENSG00000289084		2
ENSG00000219280		1
ENSG00000226930		1
ENSG00000273820	1317	1
ENSG00000230039		1
ENSG00000180530	3477	7
ENSG00000180530	197	7
ENSG00000180530	38	7
ENSG00000180530		7
ENSG00000238282		1
ENSG00000224274		1
ENSG00000171365	2451	9
ENSG00000171365	195	9
ENSG00000171365	190	9
ENSG00000171365	2241	9
ENSG00000171365	798	9
ENSG00000171365	1773	9
ENSG00000101425	1452	6
ENSG00000101425	861	6
ENSG00000101425	168	6
ENSG00000101425		6
ENSG00000101425	1464	6
ENSG00000213598		1
ENSG00000258854		1
ENSG00000258670		1
ENSG00000258943		1
ENSG00000180998	1290	4
ENSG00000180998	1198	4
ENSG00000180998	613	4
ENSG00000180998		4
ENSG00000272733		1
ENSG00000253152		1
ENSG00000239674		1
ENSG00000215333		1
ENSG00000232346		1
ENSG00000159140	7281	20
ENSG00000159140		20
ENSG00000159140	1365	20
ENSG00000159140	6912	20
ENSG00000159140	6978	20
ENSG00000159140	6327	20
ENSG00000159140	4364	20
ENSG00000159140	1032	20
ENSG00000159140	279	20
ENSG00000159140	293	20
ENSG00000273899		7
ENSG00000273899	642	7
ENSG00000242060		1
ENSG00000268573		1
ENSG00000218198		1
ENSG00000186496	1002	6
ENSG00000186496	1008	6
ENSG00000186496		6
ENSG00000186496	633	6
ENSG00000186496	394	6
ENSG00000186496	119	6
ENSG00000233259		1
ENSG00000275294		2
ENSG00000231922		1
ENSG00000126773	2817	13
ENSG00000126773	693	13
ENSG00000126773	3519	13
ENSG00000126773	2622	13
ENSG00000126773		13
ENSG00000126773	357	13
ENSG00000126773	1584	13
ENSG00000126773	290	13
ENSG00000126773	419	13
ENSG00000179141		3
ENSG00000244329		1
ENSG00000083635	1488	1
ENSG00000263637		1
ENSG00000081913	5154	7
ENSG00000081913		7
ENSG00000081913	591	7
ENSG00000228620		1
ENSG00000285404	1803	1
ENSG00000102753	1566	2
ENSG00000102753	275	2
ENSG00000235091		2
ENSG00000101444	1299	6
ENSG00000101444		6
ENSG00000101444	1215	6
ENSG00000077942	568	18
ENSG00000077942	195	18
ENSG00000077942	517	18
ENSG00000077942	2166	18
ENSG00000077942	2052	18
ENSG00000077942	2112	18
ENSG00000077942	1806	18
ENSG00000077942	1701	18
ENSG00000077942	279	18
ENSG00000077942		18
ENSG00000077942	418	18
ENSG00000077942	544	18
ENSG00000077942	550	18
ENSG00000077942	183	18
ENSG00000184735	1896	1
ENSG00000257612		26
ENSG00000283380		5
ENSG00000275681		1
ENSG00000071991	2319	5
ENSG00000071991	1626	5
ENSG00000071991	1473	5
ENSG00000071991	1305	5
ENSG00000071991	195	5
ENSG00000276474		1
ENSG00000237528		1
ENSG00000269902		1
ENSG00000235929		1
ENSG00000215284		1
ENSG00000233807		1
ENSG00000238247		1
ENSG00000219186		1
ENSG00000189023	975	5
ENSG00000189023	1071	5
ENSG00000287767		1
ENSG00000177689	1044	2
ENSG00000228345		1
ENSG00000276689		1
ENSG00000249467		1
ENSG00000271519		1
ENSG00000224556		1
ENSG00000234693		2
ENSG00000258700		8
ENSG00000232951		1
ENSG00000231772		2
ENSG00000286229		1
ENSG00000227493		1
ENSG00000235922		1
ENSG00000102313	3942	2
ENSG00000102313		2
ENSG00000167098	1065	4
ENSG00000167098	1140	4
ENSG00000167098	459	4
ENSG00000167098	369	4
ENSG00000241354		1
ENSG00000259111		1
ENSG00000126778	855	5
ENSG00000126778	336	5
ENSG00000126778		5
ENSG00000102317		11
ENSG00000102317	474	11
ENSG00000102317	468	11
ENSG00000262119		1
ENSG00000258638		1
ENSG00000287481		1
ENSG00000258505		1
