GeneSymbol	CDS_length
ENSG00000101457	990
ENSG00000101460	378
ENSG00000101463	777
ENSG00000101464	1308
ENSG00000101470	483
ENSG00000101473	960
ENSG00000101474	1251
ENSG00000101489	1461
ENSG00000101493	3492
ENSG00000101542	2406
ENSG00000101544	3396
ENSG00000101546	1032
ENSG00000101557	1485
ENSG00000101558	885
ENSG00000101574	1419
ENSG00000101577	2691
ENSG00000101596	6018
ENSG00000101605	5058
ENSG00000101608	534
ENSG00000101624	1980
ENSG00000101638	1239
ENSG00000101639	7614
ENSG00000101654	1515
ENSG00000101665	1281
ENSG00000101670	1503
ENSG00000101680	9228
ENSG00000101695	699
ENSG00000101745	6189
ENSG00000101746	1917
ENSG00000101751	2223
ENSG00000101752	3021
ENSG00000101773	2709
ENSG00000101782	1560
ENSG00000101898	546
ENSG00000102189	4236
ENSG00000102445	1989
ENSG00000102452	5304
ENSG00000102466	759
ENSG00000102468	1416
ENSG00000102471	1011
ENSG00000102524	858
ENSG00000102531	3597
ENSG00000102539	1239
ENSG00000102543	1545
ENSG00000102547	1014
ENSG00000102554	1374
ENSG00000102572	1332
ENSG00000102575	978
ENSG00000102580	1515
ENSG00000102595	4551
ENSG00000102606	2589
ENSG00000102678	627
ENSG00000102683	876
ENSG00000102699	5175
ENSG00000102710	2436
ENSG00000102738	1188
ENSG00000102743	906
ENSG00000102753	1566
ENSG00000102755	4017
ENSG00000102760	414
ENSG00000102763	5718
ENSG00000102780	3663
ENSG00000102781	1473
ENSG00000102786	2664
ENSG00000102794	1446
ENSG00000102796	816
ENSG00000102802	912
ENSG00000102804	3222
ENSG00000102805	1077
ENSG00000102837	1533
ENSG00000102854	1893
ENSG00000102858	1783
ENSG00000102870	2610
ENSG00000102871	939
ENSG00000102878	1479
ENSG00000102879	1386
ENSG00000102882	1140
ENSG00000102886	957
ENSG00000102890	2322
ENSG00000102891	189
ENSG00000102893	3282
ENSG00000102897	369
ENSG00000102898	384
ENSG00000102900	2643
ENSG00000102901	1686
ENSG00000102904	2139
ENSG00000102908	4650
ENSG00000102910	2559
ENSG00000102921	2691
ENSG00000102924	582
ENSG00000102931	514
ENSG00000102934	549
ENSG00000102935	3879
ENSG00000102962	282
ENSG00000102967	1188
ENSG00000102970	285
ENSG00000102974	2184
ENSG00000102977	1635
ENSG00000102978	828
ENSG00000102981	1041
ENSG00000102984	1239
ENSG00000102996	2010
ENSG00000103005	798
ENSG00000103018	525
ENSG00000103021	1134
ENSG00000103023	1188
ENSG00000103024	510
ENSG00000103034	1176
ENSG00000103035	975
ENSG00000103037	1422
ENSG00000103042	1389
ENSG00000103043	2349
ENSG00000103044	1662
ENSG00000103047	3285
ENSG00000103051	2370
ENSG00000103056	1968
ENSG00000103061	930
ENSG00000103064	1548
ENSG00000103066	1239
ENSG00000103067	2184
ENSG00000103089	1119
ENSG00000103091	2925
ENSG00000103111	1644
ENSG00000103121	282
ENSG00000103126	2589
ENSG00000103145	417
ENSG00000103148	1710
ENSG00000103150	1482
ENSG00000103152	897
ENSG00000103154	1161
ENSG00000103160	993
ENSG00000103168	2610
ENSG00000103174	1548
ENSG00000103175	663
ENSG00000103184	2091
ENSG00000103187	429
ENSG00000103194	2409
ENSG00000103196	1494
ENSG00000103197	5424
ENSG00000103199	1443
ENSG00000103202	702
ENSG00000103222	4626
ENSG00000103226	3804
ENSG00000103227	1704
ENSG00000103241	1140
ENSG00000103245	1431
ENSG00000103248	1152
ENSG00000103249	2706
ENSG00000103253	873
ENSG00000103254	708
ENSG00000103257	1524
ENSG00000103260	882
ENSG00000103264	1620
ENSG00000103266	912
ENSG00000103269	1317
ENSG00000103274	963
ENSG00000103275	555
ENSG00000103310	2238
ENSG00000103313	2346
ENSG00000103316	945
ENSG00000103319	2178
ENSG00000103326	3261
ENSG00000103335	7566
ENSG00000103342	1914
ENSG00000103343	1224
ENSG00000103351	1299
ENSG00000103353	930
ENSG00000103355	843
ENSG00000103356	1605
ENSG00000103363	486
ENSG00000103365	1842
ENSG00000103375	786
ENSG00000103381	945
ENSG00000103404	4059
ENSG00000103415	1113
ENSG00000103423	1443
ENSG00000103426	3147
ENSG00000103429	1353
ENSG00000103449	3975
ENSG00000103460	1731
ENSG00000103479	3420
ENSG00000103485	894
ENSG00000103489	2880
ENSG00000103490	588
ENSG00000103494	3948
ENSG00000103495	1482
ENSG00000103496	894
ENSG00000103502	714
ENSG00000103507	1239
ENSG00000103510	1404
ENSG00000103512	3669
ENSG00000103522	1617
ENSG00000103528	1425
ENSG00000103534	3021
ENSG00000103540	3039
ENSG00000103544	3159
ENSG00000103546	1887
ENSG00000103549	3006
ENSG00000103550	1377
ENSG00000103569	888
ENSG00000103591	948
ENSG00000103599	3084
ENSG00000103642	1644
ENSG00000103647	1443
ENSG00000103653	1353
ENSG00000103657	14586
ENSG00000103671	1746
ENSG00000103707	1170
ENSG00000103710	801
ENSG00000103723	3393
ENSG00000103740	2175
ENSG00000103742	3753
ENSG00000103769	651
ENSG00000103811	1341
ENSG00000103852	1344
ENSG00000103855	1605
ENSG00000103876	1260
ENSG00000103888	4086
ENSG00000103932	4182
ENSG00000103942	1065
ENSG00000103966	1626
ENSG00000103978	1668
ENSG00000103994	5721
ENSG00000103995	5133
ENSG00000104043	3579
ENSG00000104044	2517
ENSG00000104047	915
ENSG00000104055	2163
ENSG00000104059	1620
ENSG00000104064	1188
ENSG00000104067	5586
ENSG00000104081	555
ENSG00000104093	9177
ENSG00000104112	1407
ENSG00000104129	915
ENSG00000104131	777
ENSG00000104133	7332
ENSG00000104140	711
ENSG00000104142	2922
ENSG00000104147	690
ENSG00000104154	1290
ENSG00000104164	534
ENSG00000104177	1803
ENSG00000104205	1491
ENSG00000104213	1128
ENSG00000104218	3789
ENSG00000104219	1104
ENSG00000104221	1260
ENSG00000104228	1482
ENSG00000104231	807
ENSG00000104237	6471
ENSG00000104267	783
ENSG00000104290	2001
ENSG00000104299	1977
ENSG00000104312	1623
ENSG00000104313	1866
ENSG00000104320	2265
ENSG00000104321	3360
ENSG00000104324	1419
ENSG00000104325	1008
ENSG00000104327	786
ENSG00000104331	1080
ENSG00000104332	945
ENSG00000104341	954
ENSG00000104343	576
ENSG00000104356	3075
ENSG00000104361	1152
ENSG00000104365	2271
ENSG00000104368	1752
ENSG00000104369	1986
ENSG00000104371	675
ENSG00000104375	1560
ENSG00000104381	1155
ENSG00000104388	639
ENSG00000104408	1524
ENSG00000104412	894
ENSG00000104413	2046
ENSG00000104415	1104
ENSG00000104419	1185
ENSG00000104427	978
ENSG00000104432	534
ENSG00000104435	564
ENSG00000104442	849
ENSG00000104447	3885
ENSG00000104450	2781
ENSG00000104472	396
ENSG00000104490	585
ENSG00000104497	1035
ENSG00000104499	477
ENSG00000104517	8400
ENSG00000104518	1599
ENSG00000104522	966
ENSG00000104524	861
ENSG00000104529	2094
ENSG00000104537	1074
ENSG00000104549	1725
ENSG00000104611	1365
ENSG00000104613	2133
ENSG00000104626	1050
ENSG00000104635	1479
ENSG00000104643	1650
ENSG00000104660	510
ENSG00000104671	573
ENSG00000104679	1443
ENSG00000104687	1569
ENSG00000104689	1407
ENSG00000104691	933
ENSG00000104695	930
ENSG00000104714	1332
ENSG00000104722	2751
ENSG00000104723	1047
ENSG00000104728	4110
ENSG00000104731	1563
ENSG00000104738	2715
ENSG00000104755	2208
ENSG00000104756	1170
ENSG00000104760	939
ENSG00000104763	1236
ENSG00000104765	660
ENSG00000104774	3036
ENSG00000104783	1284
ENSG00000104804	1563
ENSG00000104805	1386
ENSG00000104808	1005
ENSG00000104812	2214
ENSG00000104814	2502
ENSG00000104818	492
ENSG00000104823	987
ENSG00000104824	1770
ENSG00000104825	1071
ENSG00000104826	426
ENSG00000104827	498
ENSG00000104833	1335
ENSG00000104835	1563
ENSG00000104848	1371
ENSG00000104852	1314
ENSG00000104853	2010
ENSG00000104856	1740
ENSG00000104859	2025
ENSG00000104863	624
ENSG00000104866	2076
ENSG00000104870	1098
ENSG00000104872	873
ENSG00000104879	1146
ENSG00000104880	4086
ENSG00000104881	2487
ENSG00000104883	726
ENSG00000104884	2490
ENSG00000104885	5217
ENSG00000104886	834
ENSG00000104888	1683
ENSG00000104889	900
ENSG00000104892	1557
ENSG00000104894	846
ENSG00000104897	1395
ENSG00000104899	1683
ENSG00000104901	729
ENSG00000104903	843
ENSG00000104904	687
ENSG00000104907	1980
ENSG00000104915	750
ENSG00000104918	327
ENSG00000104921	966
ENSG00000104936	1893
ENSG00000104938	1200
ENSG00000104941	2154
ENSG00000104946	1947
ENSG00000104951	1770
ENSG00000104953	1719
ENSG00000104957	1191
ENSG00000104960	1251
ENSG00000104964	795
ENSG00000104967	1671
ENSG00000104969	1083
ENSG00000104972	2106
ENSG00000104973	2391
ENSG00000104974	1470
ENSG00000104976	1005
ENSG00000104979	300
ENSG00000104980	1359
ENSG00000104983	1539
ENSG00000104998	1911
ENSG00000105011	609
ENSG00000105048	837
ENSG00000105053	1425
ENSG00000105058	339
ENSG00000105063	2646
ENSG00000105072	1974
ENSG00000105085	1803
ENSG00000105088	1437
ENSG00000105122	3036
ENSG00000105127	2079
ENSG00000105131	1083
ENSG00000105135	1899
ENSG00000105136	1536
ENSG00000105137	2208
ENSG00000105141	729
ENSG00000105143	1695
ENSG00000105146	930
ENSG00000105171	663
ENSG00000105173	1233
ENSG00000105176	1608
ENSG00000105185	390
ENSG00000105186	3153
ENSG00000105193	459
ENSG00000105197	1371
ENSG00000105198	420
ENSG00000105202	966
ENSG00000105204	1890
ENSG00000105205	429
ENSG00000105219	990
ENSG00000105220	1794
ENSG00000105221	1446
ENSG00000105223	1473
ENSG00000105227	4671
ENSG00000105229	1533
ENSG00000105245	1830
ENSG00000105246	690
ENSG00000105248	972
ENSG00000105251	1023
ENSG00000105254	849
ENSG00000105255	1491
ENSG00000105258	378
ENSG00000105261	645
ENSG00000105270	1644
ENSG00000105278	2820
ENSG00000105281	1626
ENSG00000105287	2667
ENSG00000105289	2817
ENSG00000105290	1956
ENSG00000105298	2277
ENSG00000105321	1764
ENSG00000105323	2571
ENSG00000105325	1491
ENSG00000105327	786
ENSG00000105329	1173
ENSG00000105339	3837
ENSG00000105341	792
ENSG00000105352	765
ENSG00000105355	1305
ENSG00000105357	6111
ENSG00000105364	1074
ENSG00000105366	1500
ENSG00000105369	776
ENSG00000105370	648
ENSG00000105371	819
ENSG00000105372	438
ENSG00000105373	1437
ENSG00000105374	498
ENSG00000105376	2775
ENSG00000105379	1041
ENSG00000105383	1095
ENSG00000105388	2109
ENSG00000105392	900
ENSG00000105393	990
ENSG00000105397	3564
ENSG00000105398	858
ENSG00000105401	1137
ENSG00000105402	888
ENSG00000105404	558
ENSG00000105409	3680
ENSG00000105419	1392
ENSG00000105426	5847
ENSG00000105427	339
ENSG00000105428	1290
ENSG00000105429	8538
ENSG00000105438	662
ENSG00000105443	1203
ENSG00000105447	1341
ENSG00000105464	4011
ENSG00000105467	705
ENSG00000105472	972
ENSG00000105479	2124
ENSG00000105483	1614
ENSG00000105486	2760
ENSG00000105492	1362
ENSG00000105497	2136
ENSG00000105499	1656
ENSG00000105501	1656
ENSG00000105507	522
ENSG00000105509	1758
ENSG00000105514	660
ENSG00000105516	978
ENSG00000105518	570
ENSG00000105519	570
ENSG00000105520	1359
ENSG00000105523	1437
ENSG00000105538	2892
ENSG00000105549	1140
ENSG00000105550	630
ENSG00000105552	1338
ENSG00000105556	1638
ENSG00000105559	2340
ENSG00000105568	1770
ENSG00000105576	2694
ENSG00000105583	321
ENSG00000105605	828
ENSG00000105607	1317
ENSG00000105609	1776
ENSG00000105610	1089
ENSG00000105612	1083
ENSG00000105613	4713
ENSG00000105617	795
ENSG00000105618	1500
ENSG00000105619	762
ENSG00000105639	3375
ENSG00000105640	531
ENSG00000105641	1932
ENSG00000105642	1641
ENSG00000105643	1224
ENSG00000105647	2187
ENSG00000105649	663
ENSG00000105650	2139
ENSG00000105655	1677
ENSG00000105656	1866
ENSG00000105662	1953
ENSG00000105664	2274
ENSG00000105668	822
ENSG00000105669	996
ENSG00000105671	1452
ENSG00000105672	1113
ENSG00000105675	3108
ENSG00000105676	1506
ENSG00000105677	675
ENSG00000105679	1227
ENSG00000105695	1881
ENSG00000105696	1029
ENSG00000105697	255
ENSG00000105698	1050
ENSG00000105699	1950
ENSG00000105700	588
ENSG00000105701	1242
ENSG00000105705	1938
ENSG00000105707	1254
ENSG00000105708	1929
ENSG00000105711	807
ENSG00000105717	1125
ENSG00000105722	1647
ENSG00000105723	1452
ENSG00000105726	3615
ENSG00000105732	2961
ENSG00000105737	2946
ENSG00000105738	5346
ENSG00000105750	1788
ENSG00000105755	783
ENSG00000105767	1167
ENSG00000105771	1563
ENSG00000105778	1947
ENSG00000105784	1422
ENSG00000105792	2826
ENSG00000105793	1164
ENSG00000105808	2412
ENSG00000105810	981
ENSG00000105819	1473
ENSG00000105821	1866
ENSG00000105825	726
ENSG00000105829	400
ENSG00000105835	1476
ENSG00000105849	1017
ENSG00000105851	3309
ENSG00000105852	1065
ENSG00000105854	1128
ENSG00000105855	2310
ENSG00000105856	1545
ENSG00000105865	954
ENSG00000105866	2355
ENSG00000105875	2244
ENSG00000105877	13551
ENSG00000105879	1476
ENSG00000105880	870
ENSG00000105887	357
ENSG00000105889	1029
ENSG00000105894	507
ENSG00000105926	1623
ENSG00000105928	1491
ENSG00000105929	2523
ENSG00000105939	3075
ENSG00000105948	1665
ENSG00000105953	3117
ENSG00000105954	591
ENSG00000105963	1158
ENSG00000105967	1044
ENSG00000105968	387
ENSG00000105971	489
ENSG00000105974	537
ENSG00000105976	4227
ENSG00000105982	1089
ENSG00000105983	1590
ENSG00000105989	1083
ENSG00000105991	1008
ENSG00000105993	1005
ENSG00000105996	1131
ENSG00000105997	1332
ENSG00000106003	1140
ENSG00000106004	813
ENSG00000106006	702
ENSG00000106009	2466
ENSG00000106012	2109
ENSG00000106013	792
ENSG00000106018	1740
ENSG00000106025	918
ENSG00000106028	447
ENSG00000106031	1167
ENSG00000106034	3081
ENSG00000106038	1224
ENSG00000106049	1011
ENSG00000106052	2442
ENSG00000106066	1431
ENSG00000106069	1407
ENSG00000106070	1899
ENSG00000106077	921
ENSG00000106078	3816
ENSG00000106080	636
ENSG00000106086	1560
ENSG00000106089	867
ENSG00000106100	2862
ENSG00000106105	2238
ENSG00000106113	1317
ENSG00000106123	3069
ENSG00000106125	2274
ENSG00000106128	1272
ENSG00000106144	1359
ENSG00000106153	456
ENSG00000106178	360
ENSG00000106211	648
ENSG00000106236	1296
ENSG00000106244	546
ENSG00000106245	435
ENSG00000106246	2103
ENSG00000106258	1509
ENSG00000106261	1692
ENSG00000106263	2445
ENSG00000106266	1398
ENSG00000106268	540
ENSG00000106278	7065
ENSG00000106290	2145
ENSG00000106299	1518
ENSG00000106302	1446
ENSG00000106304	1536
ENSG00000106305	963
ENSG00000106327	2406
ENSG00000106328	1497
ENSG00000106330	708
ENSG00000106331	1056
ENSG00000106333	1350
ENSG00000106336	1857
ENSG00000106341	468
ENSG00000106344	2280
ENSG00000106346	3951
ENSG00000106348	1800
ENSG00000106351	1446
ENSG00000106355	276
ENSG00000106366	1209
ENSG00000106367	573
ENSG00000106384	1035
ENSG00000106392	1092
ENSG00000106397	2217
ENSG00000106399	366
ENSG00000106400	465
ENSG00000106404	687
ENSG00000106410	2076
ENSG00000106415	1644
ENSG00000106436	681
ENSG00000106443	2847
ENSG00000106459	1569
ENSG00000106460	825
ENSG00000106462	2256
ENSG00000106477	1167
ENSG00000106479	3510
ENSG00000106483	1041
ENSG00000106484	1008
ENSG00000106511	915
ENSG00000106524	1326
ENSG00000106526	667
ENSG00000106536	2163
ENSG00000106537	615
ENSG00000106538	492
ENSG00000106541	567
ENSG00000106546	2547
ENSG00000106554	726
ENSG00000106560	1014
ENSG00000106565	813
ENSG00000106571	4743
ENSG00000106588	705
ENSG00000106591	567
ENSG00000106603	441
ENSG00000106605	891
ENSG00000106608	2796
ENSG00000106609	945
ENSG00000106615	555
ENSG00000106617	1710
ENSG00000106624	3477
ENSG00000106628	1410
ENSG00000106631	594
ENSG00000106633	1461
ENSG00000106635	642
ENSG00000106636	753
ENSG00000106638	1344
ENSG00000106648	1332
ENSG00000106665	3141
ENSG00000106682	747
ENSG00000106683	2034
ENSG00000106686	1179
ENSG00000106688	1575
ENSG00000106689	1237
ENSG00000106692	1386
ENSG00000106701	1593
ENSG00000106714	3867
ENSG00000106723	789
ENSG00000106733	612
ENSG00000106771	2640
ENSG00000106772	9267
ENSG00000106780	1809
ENSG00000106785	1329
ENSG00000106789	1578
ENSG00000106799	1524
ENSG00000106803	291
ENSG00000106804	5031
ENSG00000106809	897
ENSG00000106819	1143
ENSG00000106823	2100
ENSG00000106829	2418
ENSG00000106852	1179
ENSG00000106853	990
ENSG00000106868	2274
ENSG00000106927	1059
ENSG00000106948	4320
ENSG00000106952	705
ENSG00000106976	2595
ENSG00000106991	1977
ENSG00000106992	633
ENSG00000106993	1014
ENSG00000107014	558
ENSG00000107018	558
ENSG00000107020	444
ENSG00000107021	1203
ENSG00000107036	4272
ENSG00000107077	3171
ENSG00000107099	6300
ENSG00000107104	4128
ENSG00000107105	1170
ENSG00000107130	573
ENSG00000107140	1881
ENSG00000107147	3771
ENSG00000107159	1380
ENSG00000107164	1719
ENSG00000107165	1614
ENSG00000107175	1116
ENSG00000107185	1176
ENSG00000107186	6255
ENSG00000107187	1209
ENSG00000107201	2778
ENSG00000107223	447
ENSG00000107242	1650
ENSG00000107249	2793
ENSG00000107262	1038
ENSG00000107263	3792
ENSG00000107281	1212
ENSG00000107282	2514
ENSG00000107290	8034
ENSG00000107295	1059
ENSG00000107317	587
ENSG00000107331	7401
ENSG00000107338	1530
ENSG00000107341	717
ENSG00000107362	882
ENSG00000107371	828
ENSG00000107372	642
ENSG00000107404	2088
ENSG00000107438	990
ENSG00000107443	1152
ENSG00000107447	1530
ENSG00000107485	1335
ENSG00000107518	4140
ENSG00000107521	2103
ENSG00000107537	1017
ENSG00000107551	966
ENSG00000107554	4734
ENSG00000107560	1599
ENSG00000107562	423
ENSG00000107566	1047
ENSG00000107581	4149
ENSG00000107593	2418
ENSG00000107611	10872
ENSG00000107614	1176
ENSG00000107625	2214
ENSG00000107643	1284
ENSG00000107651	3003
ENSG00000107669	1686
ENSG00000107672	1158
ENSG00000107679	1215
ENSG00000107719	2571
ENSG00000107731	2838
ENSG00000107736	10065
ENSG00000107738	936
ENSG00000107742	1275
ENSG00000107745	1449
ENSG00000107758	1578
ENSG00000107771	3144
ENSG00000107779	1599
ENSG00000107789	1464
ENSG00000107796	1134
ENSG00000107798	1200
ENSG00000107807	993
ENSG00000107815	2055
ENSG00000107816	2010
ENSG00000107819	966
ENSG00000107821	915
ENSG00000107829	1704
ENSG00000107831	735
ENSG00000107833	537
ENSG00000107854	3501
ENSG00000107859	909
ENSG00000107862	5679
ENSG00000107863	5898
ENSG00000107864	2097
ENSG00000107872	903
ENSG00000107874	864
ENSG00000107882	1455
ENSG00000107890	5133
ENSG00000107897	1605
ENSG00000107902	813
ENSG00000107929	5208
ENSG00000107937	1905
ENSG00000107938	3717
ENSG00000107949	969
ENSG00000107951	1749
ENSG00000107954	1725
ENSG00000107957	3402
ENSG00000107959	3117
ENSG00000107960	1107
ENSG00000107968	1404
ENSG00000107984	801
ENSG00000108001	1890
ENSG00000108010	1008
ENSG00000108018	3507
ENSG00000108021	7938
ENSG00000108039	2001
ENSG00000108055	3654
ENSG00000108061	1749
ENSG00000108064	741
ENSG00000108091	1425
ENSG00000108094	2295
ENSG00000108100	1026
ENSG00000108106	669
ENSG00000108107	513
ENSG00000108175	3204
ENSG00000108176	687
ENSG00000108179	624
ENSG00000108187	867
ENSG00000108219	813
ENSG00000108231	1674
ENSG00000108239	2328
ENSG00000108242	1473
ENSG00000108244	1269
ENSG00000108255	648
ENSG00000108256	2088
ENSG00000108262	2313
ENSG00000108298	651
ENSG00000108306	1317
ENSG00000108309	1341
ENSG00000108312	2295
ENSG00000108342	624
ENSG00000108344	1605
ENSG00000108349	2112
ENSG00000108352	1989
ENSG00000108370	2025
ENSG00000108375	2352
ENSG00000108379	1068
ENSG00000108381	942
ENSG00000108384	1131
ENSG00000108387	2991
ENSG00000108389	3630
ENSG00000108395	2895
ENSG00000108405	1200
ENSG00000108406	2340
ENSG00000108417	1350
ENSG00000108423	1362
ENSG00000108424	2631
ENSG00000108433	774
ENSG00000108439	786
ENSG00000108443	1578
ENSG00000108465	1596
ENSG00000108468	558
ENSG00000108469	2976
ENSG00000108474	759
ENSG00000108479	1179
ENSG00000108506	3615
ENSG00000108509	3726
ENSG00000108510	6525
ENSG00000108511	675
ENSG00000108515	1305
ENSG00000108518	497
ENSG00000108523	1053
ENSG00000108528	945
ENSG00000108551	846
ENSG00000108556	1482
ENSG00000108557	5721
ENSG00000108559	2226
ENSG00000108561	849
ENSG00000108576	1893
ENSG00000108578	1368
ENSG00000108582	4143
ENSG00000108587	767
ENSG00000108588	1452
ENSG00000108590	396
ENSG00000108591	1095
ENSG00000108592	2544
ENSG00000108599	1989
ENSG00000108602	1362
ENSG00000108604	1596
ENSG00000108622	828
ENSG00000108639	828
ENSG00000108641	615
ENSG00000108651	1794
ENSG00000108654	1845
ENSG00000108666	1191
ENSG00000108669	1197
ENSG00000108671	1269
ENSG00000108679	1758
ENSG00000108684	1692
ENSG00000108688	300
ENSG00000108691	300
ENSG00000108700	300
ENSG00000108702	291
ENSG00000108733	1080
ENSG00000108759	1347
ENSG00000108771	2037
ENSG00000108773	2514
ENSG00000108774	750
ENSG00000108784	2232
ENSG00000108786	990
ENSG00000108788	897
ENSG00000108797	4155
ENSG00000108798	1101
ENSG00000108799	2244
ENSG00000108813	723
ENSG00000108819	2454
ENSG00000108821	4395
ENSG00000108823	1164
ENSG00000108825	1632
ENSG00000108826	447
ENSG00000108828	1182
ENSG00000108829	924
ENSG00000108830	684
ENSG00000108839	1992
ENSG00000108840	3372
ENSG00000108846	4584
ENSG00000108848	1470
ENSG00000108849	397
ENSG00000108852	1794
ENSG00000108854	2247
ENSG00000108861	558
ENSG00000108878	669
ENSG00000108883	2919
ENSG00000108924	888
ENSG00000108932	1572
ENSG00000108946	1146
ENSG00000108947	1023
ENSG00000108950	1626
ENSG00000108953	768
ENSG00000108960	810
ENSG00000108961	561
ENSG00000108963	1332
ENSG00000108984	1005
ENSG00000109016	978
ENSG00000109046	1266
ENSG00000109047	603
ENSG00000109061	5820
ENSG00000109062	1077
ENSG00000109063	5823
ENSG00000109065	639
ENSG00000109066	1491
ENSG00000109072	1437
ENSG00000109079	951
ENSG00000109083	477
ENSG00000109084	531
ENSG00000109089	1398
ENSG00000109099	654
ENSG00000109101	1947
ENSG00000109103	723
ENSG00000109107	1095
ENSG00000109111	5181
ENSG00000109113	807
ENSG00000109118	3015
ENSG00000109132	945
ENSG00000109133	744
ENSG00000109158	1665
ENSG00000109163	987
ENSG00000109171	1746
ENSG00000109180	738
ENSG00000109181	1587
ENSG00000109182	2100
ENSG00000109184	1011
ENSG00000109189	1101
ENSG00000109193	885
ENSG00000109205	840
ENSG00000109208	405
ENSG00000109220	498
ENSG00000109255	525
ENSG00000109265	3702
ENSG00000109270	375
ENSG00000109272	315
ENSG00000109320	2910
ENSG00000109321	825
ENSG00000109323	2778
ENSG00000109332	450
ENSG00000109339	1656
ENSG00000109381	1782
ENSG00000109390	231
ENSG00000109424	924
ENSG00000109436	3801
ENSG00000109445	963
ENSG00000109452	2817
ENSG00000109458	2175
ENSG00000109466	1794
ENSG00000109471	462
ENSG00000109472	1431
ENSG00000109475	354
ENSG00000109501	2709
ENSG00000109511	975
ENSG00000109519	654
ENSG00000109534	654
ENSG00000109536	777
ENSG00000109572	2601
ENSG00000109576	1290
ENSG00000109586	1974
ENSG00000109606	2388
ENSG00000109610	723
ENSG00000109618	1761
ENSG00000109625	1959
ENSG00000109654	2394
ENSG00000109667	1623
ENSG00000109670	2124
ENSG00000109674	1818
ENSG00000109680	1581
ENSG00000109684	1287
ENSG00000109685	4098
ENSG00000109686	3144
ENSG00000109689	2265
ENSG00000109705	1002
ENSG00000109736	1443
ENSG00000109738	1494
ENSG00000109743	1002
ENSG00000109756	5040
ENSG00000109758	1989
ENSG00000109762	3015
ENSG00000109771	1044
ENSG00000109775	1410
ENSG00000109787	1038
ENSG00000109790	2136
ENSG00000109794	2322
ENSG00000109805	3048
ENSG00000109814	1485
ENSG00000109819	2397
ENSG00000109832	1452
ENSG00000109846	528
ENSG00000109851	1032
ENSG00000109854	831
ENSG00000109861	1392
ENSG00000109881	1122
ENSG00000109906	2094
ENSG00000109911	1608
ENSG00000109917	1380
ENSG00000109919	912
ENSG00000109920	3054
ENSG00000109927	6468
ENSG00000109929	900
ENSG00000109943	1182
ENSG00000109944	2337
ENSG00000109956	1005
ENSG00000109971	1941
ENSG00000109991	1194
ENSG00000110002	2361
ENSG00000110011	750
ENSG00000110013	1572
ENSG00000110025	1029
ENSG00000110031	1176
ENSG00000110042	1860
ENSG00000110046	5817
ENSG00000110047	1647
ENSG00000110048	2424
ENSG00000110057	1794
ENSG00000110060	1446
ENSG00000110063	1014
ENSG00000110066	2658
ENSG00000110074	1485
ENSG00000110075	2640
ENSG00000110076	5139
ENSG00000110077	831
ENSG00000110079	882
ENSG00000110080	1065
ENSG00000110090	2322
ENSG00000110092	888
ENSG00000110104	1083
ENSG00000110107	1515
ENSG00000110108	732
ENSG00000110148	1551
ENSG00000110169	1389
ENSG00000110171	2235
ENSG00000110172	999
ENSG00000110195	774
ENSG00000110200	573
ENSG00000110203	738
ENSG00000110218	1281
ENSG00000110237	6192
ENSG00000110243	1185
ENSG00000110244	1191
ENSG00000110245	354
ENSG00000110274	4383
ENSG00000110315	693
ENSG00000110318	3354
ENSG00000110321	2724
ENSG00000110324	1737
ENSG00000110328	1824
ENSG00000110330	1857
ENSG00000110344	3222
ENSG00000110367	1452
ENSG00000110375	555
ENSG00000110395	2721
ENSG00000110400	1554
ENSG00000110422	3648
ENSG00000110427	6441
ENSG00000110429	1416
ENSG00000110435	1506
ENSG00000110436	1836
ENSG00000110442	597
ENSG00000110446	1746
ENSG00000110448	1488
ENSG00000110455	1506
ENSG00000110484	363
ENSG00000110492	471
ENSG00000110497	3897
ENSG00000110514	4944
ENSG00000110536	606
ENSG00000110583	714
ENSG00000110619	2496
ENSG00000110628	1275
ENSG00000110651	825
ENSG00000110660	1125
ENSG00000110665	537
ENSG00000110675	1005
ENSG00000110680	426
ENSG00000110693	2487
ENSG00000110696	552
ENSG00000110697	3735
ENSG00000110700	456
ENSG00000110711	993
ENSG00000110713	5454
ENSG00000110717	633
ENSG00000110719	2493
ENSG00000110721	1374
ENSG00000110723	5970
ENSG00000110756	3390
ENSG00000110768	1647
ENSG00000110777	771
ENSG00000110786	1698
ENSG00000110799	8442
ENSG00000110801	672
ENSG00000110811	2211
ENSG00000110841	3036
ENSG00000110844	2679
ENSG00000110848	600
ENSG00000110851	2406
ENSG00000110852	450
ENSG00000110871	984
ENSG00000110876	1287
ENSG00000110880	1584
ENSG00000110881	1725
ENSG00000110887	1044
ENSG00000110888	3384
ENSG00000110900	762
ENSG00000110906	942
ENSG00000110911	1794
ENSG00000110917	879
ENSG00000110921	1191
ENSG00000110925	1632
ENSG00000110931	1767
ENSG00000110934	1698
ENSG00000110944	570
ENSG00000110955	1590
ENSG00000110958	495
ENSG00000110975	1572
ENSG00000110987	696
ENSG00000111011	1305
ENSG00000111012	1527
ENSG00000111046	729
ENSG00000111049	768
ENSG00000111052	702
ENSG00000111057	1293
ENSG00000111058	2061
ENSG00000111077	4260
ENSG00000111087	3321
ENSG00000111110	1545
ENSG00000111142	1437
